,id,experiences_offered,host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,latitude,longitude,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month,AMN_24-hour check-in,AMN_air conditioning,AMN_breakfast,AMN_buzzer/wireless intercom,AMN_cable tv,AMN_carbon monoxide detector,AMN_cat(s),AMN_dog(s),AMN_doorman,AMN_dryer,AMN_elevator in building,AMN_essentials,AMN_family/kid friendly,AMN_fire extinguisher,AMN_first aid kit,AMN_free parking on premises,AMN_gym,AMN_hair dryer,AMN_hangers,AMN_heating,AMN_hot tub,AMN_indoor fireplace,AMN_internet,AMN_iron,AMN_kitchen,AMN_laptop friendly workspace,AMN_lock on bedroom door,AMN_other pet(s),AMN_pets allowed,AMN_pets live on this property,AMN_pool,AMN_safety card,AMN_shampoo,AMN_smoke detector,AMN_smoking allowed,AMN_suitable for events,AMN_translation missing: en.hosting_amenity_49,AMN_translation missing: en.hosting_amenity_50,AMN_tv,AMN_washer,AMN_wheelchair accessible,AMN_wireless internet,BED=Airbed,BED=Couch,BED=Futon,BED=Pull-out Sofa,BED=Real Bed,POPTY=Apartment,POPTY=Bed & Breakfast,POPTY=Bungalow,POPTY=Cabin,POPTY=Camper/RV,POPTY=Chalet,POPTY=Condominium,POPTY=Dorm,POPTY=Earth House,POPTY=House,POPTY=Loft,POPTY=Other,POPTY=Tent,POPTY=Townhouse,POPTY=Treehouse,POPTY=Villa,POPTY=Yurt
480,6613345,none,2015-04-13,,,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio']",t,,35.4931066302,-82.5166161989,f,2,2,1.5,1.0,1.0,,$59.00,$351.00,"$1,239.00",,$10.00,1,$0.00,2,15,12,14,14,243,3,2015-07-06,2015-07-25,93.0,8.0,7.0,9.0,9.0,9.0,9.0,f,t,1,f,f,0.31,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
481,8206090,none,2011-03-10,100%,88%,f,4,4,"['email', 'phone', 'reviews']",f,,35.5702722556,-82.5500603896,t,2,2,1.0,1.0,1.0,,$125.00,,,,,1,$0.00,1,1125,30,60,90,365,10,2015-09-05,2015-11-23,89.0,9.0,10.0,9.0,9.0,9.0,8.0,f,f,3,f,f,1.29,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,4288329,none,2014-10-07,,,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,,35.5512150767,-82.5294957869,t,2,2,1.0,1.0,1.0,,$35.00,$125.00,$500.00,$100.00,$15.00,1,$5.00,2,30,30,60,90,365,1,2014-10-19,2014-10-19,80.0,10.0,6.0,10.0,10.0,8.0,10.0,f,f,1,f,f,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
483,326772,none,2011-09-18,100%,97%,t,3,3,"['email', 'phone', 'reviews', 'jumio']",t,,35.5532642032,-82.4913910712,t,3,4,1.0,1.0,2.0,,$80.00,$600.00,"$2,500.00",$150.00,$30.00,2,$20.00,2,30,5,11,13,95,11,2016-01-31,2016-04-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,3,f,t,4.02,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
484,483384,none,2011-03-27,100%,100%,t,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",t,,35.5645199889,-82.5765188575,t,3,3,1.0,1.0,2.0,,$120.00,$700.00,"$2,200.00",,$30.00,2,$20.00,1,365,9,32,32,293,56,2014-09-29,2016-04-22,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,3,f,f,2.93,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
485,1421061,none,2011-04-04,100%,100%,t,1,1,"['email', 'phone', 'reviews', 'kba']",t,,35.5759695201,-82.5369463741,t,3,2,1.0,1.0,1.0,,$110.00,,,$200.00,$50.00,2,$25.00,2,7,6,6,23,298,62,2013-07-29,2016-04-06,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,1.86,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,1039028,none,2012-11-13,100%,86%,t,1,1,"['email', 'phone', 'facebook', 'reviews']",f,,35.551439991,-82.4913248995,t,3,4,1.5,1.0,2.0,,$90.00,$550.00,"$2,200.00",$150.00,,2,$5.00,2,28,6,9,17,238,33,2013-06-23,2016-04-08,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,3,f,f,0.95,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
487,3590634,none,2014-07-14,100%,100%,t,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,,35.546605343,-82.492401957,t,3,2,1.0,1.0,1.0,,$118.00,,,,$50.00,1,$0.00,2,14,15,34,64,339,30,2014-07-27,2016-04-10,99.0,9.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,1.42,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
488,4124504,none,2014-01-04,100%,100%,t,1,1,"['email', 'phone', 'reviews', 'kba']",t,,35.5734687375,-82.5375306454,t,3,4,1.0,2.0,2.0,,$99.00,$595.00,"$2,495.00",,$35.00,2,$25.00,2,1125,9,19,36,289,100,2014-10-27,2016-04-10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,5.5,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
489,8721288,none,2015-10-04,100%,90%,f,1,1,"['email', 'phone', 'google', 'reviews', 'jumio', 'kba']",t,,35.5525765416,-82.5094238968,t,3,4,1.0,2.0,2.0,,$100.00,$600.00,,$200.00,,4,$20.00,2,1125,13,34,52,312,18,2015-10-19,2016-04-17,92.0,10.0,10.0,10.0,10.0,8.0,10.0,f,f,2,f,f,2.9,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,11938223,none,2014-07-14,100%,100%,t,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,,35.5469811413,-82.4931418979,t,3,2,1.0,0.0,1.0,,$118.00,,,,$50.00,1,$0.00,2,14,19,46,76,351,1,2016-03-28,2016-03-28,80.0,10.0,10.0,10.0,10.0,,10.0,f,f,2,f,f,1.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
491,5480168,none,2015-01-16,100%,100%,f,1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,,35.5669869476,-82.5262807249,t,3,8,1.0,2.0,5.0,,$175.00,"$1,250.00","$3,900.00",$200.00,$75.00,4,$25.00,3,30,22,45,75,165,34,2015-03-16,2016-03-30,94.0,10.0,9.0,10.0,10.0,10.0,10.0,f,t,3,f,f,2.53,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
492,11259192,none,2016-02-14,67%,100%,f,1,1,"['email', 'phone', 'reviews']",f,,35.5759454821,-82.5412273515,t,3,6,2.0,3.0,4.0,,$225.00,,,$150.00,$100.00,1,$0.00,5,1125,0,9,28,28,1,2016-03-26,2016-03-26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,3,f,f,1.0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
493,976034,none,2013-03-05,100%,67%,t,1,1,"['email', 'phone', 'reviews', 'kba']",t,,35.5554443668,-82.4836111824,t,3,2,1.0,1.0,1.0,,$145.00,$850.00,"$3,000.00",$150.00,,1,$10.00,2,30,24,50,80,355,126,2013-04-01,2016-01-05,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,3,f,f,3.38,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,6970329,none,2015-06-23,100%,100%,f,1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'kba']",t,,35.5653702869,-82.5254793215,f,3,4,1.0,2.0,2.0,,$97.00,$700.00,"$2,000.00",$125.00,$40.00,4,$20.00,2,1125,24,51,81,356,24,2015-08-24,2016-04-09,93.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,3,f,f,2.96,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
495,4593058,none,2014-10-20,100%,92%,t,1,1,"['email', 'phone', 'google', 'reviews', 'kba']",t,,35.5664656794,-82.5326731712,t,3,6,1.0,3.0,4.0,,$181.00,$940.00,"$3,318.00",$500.00,$60.00,4,$25.00,2,365,28,56,83,356,47,2014-12-29,2016-04-11,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,2.93,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
496,11906863,none,2015-11-09,100%,81%,f,534,534,"['email', 'phone', 'linkedin', 'reviews']",f,,35.5769543873,-82.5349395519,t,3,2,2.0,1.0,1.0,,$139.00,,,,$105.00,1,$0.00,2,29,14,40,70,160,0,,,,,,,,,,f,f,3,f,f,,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
497,5868695,none,2014-09-15,100%,100%,t,1,1,"['email', 'phone', 'google', 'reviews', 'jumio']",t,,35.5497328064,-82.4867323878,t,3,8,3.0,4.0,4.0,,$225.00,"$1,600.00","$5,450.00",$500.00,$110.00,1,$0.00,3,1125,17,29,44,284,30,2015-07-05,2016-04-17,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,3.07,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
498,7938930,none,2014-02-23,100%,96%,t,3,3,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,,35.5764576752,-82.5360672455,t,3,4,1.0,1.0,2.0,,$130.00,$600.00,"$1,500.00",$100.00,$65.00,1,$7.00,2,1125,18,37,56,311,4,2015-08-31,2015-10-24,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,2,f,f,0.51,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
499,8211404,none,2015-08-17,90%,73%,f,3,3,['phone'],f,,35.4903989458,-82.5117706051,f,3,5,2.0,2.0,2.0,,$169.00,"$1,095.00","$2,500.00",$250.00,$125.00,4,$25.00,4,30,17,26,46,305,0,,,,,,,,,,f,f,3,f,f,,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
500,1283471,none,2013-06-18,100%,100%,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,,35.5549241758,-82.5334195537,t,3,6,2.0,3.0,3.0,,$150.00,$898.00,"$2,140.00",$100.00,$50.00,0,$0.00,2,1125,21,40,61,329,21,2013-08-20,2016-04-17,93.0,10.0,10.0,10.0,10.0,9.0,9.0,f,f,3,f,f,0.65,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
501,6869019,none,2015-06-16,33%,100%,f,1,1,"['email', 'phone', 'reviews']",f,,35.5784399201,-82.5372639491,t,3,6,2.0,3.0,3.0,,$175.00,,,,$50.00,1,$0.00,2,1125,0,19,43,316,23,2015-06-29,2016-01-03,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,1,f,f,2.31,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
502,7940019,none,2014-02-23,100%,96%,t,3,3,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,,35.5742652646,-82.5370297067,t,3,6,1.5,2.0,3.0,,$185.00,$800.00,"$2,000.00",$150.00,$75.00,4,$10.00,2,90,18,37,55,265,3,2015-09-21,2015-11-09,93.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,2,f,f,0.42,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
503,9959660,none,2011-10-31,100%,100%,f,3,3,"['email', 'phone', 'facebook', 'linkedin', 'reviews']",f,,35.493561687,-82.5293124057,t,3,6,1.0,0.0,3.0,,$140.00,$850.00,"$3,000.00",,,2,$10.00,2,60,30,60,90,365,2,2015-12-29,2016-04-11,80.0,6.0,8.0,10.0,10.0,10.0,8.0,f,t,1,f,f,0.51,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,8225458,none,2015-09-04,,,f,1,1,"['email', 'phone']",f,,35.5542355294,-82.5109764962,f,3,5,3.5,3.0,4.0,,$170.00,"$1,200.00","$3,800.00",,$100.00,1,$0.00,7,30,0,0,0,0,0,,,,,,,,,,f,f,1,f,f,,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
505,295496,none,2011-12-13,100%,,f,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,,35.5553742138,-82.5353906705,t,3,2,1.0,1.0,1.0,,$40.00,$350.00,"$1,200.00",$300.00,$50.00,1,$0.00,30,365,20,50,80,355,25,2012-01-13,2015-10-19,95.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,3,f,f,0.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,6464780,none,2015-05-19,,,f,1,1,"['email', 'phone', 'google', 'reviews', 'kba']",t,,35.5768714066,-82.5417098372,t,3,4,2.0,2.0,2.0,,$180.00,"$1,250.00","$2,400.00",$250.00,$120.00,4,$0.00,3,90,0,0,0,265,0,,,,,,,,,,f,f,2,f,f,,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
507,6544722,none,2014-08-23,,,f,1,1,"['email', 'phone', 'facebook', 'kba']",t,,35.5774160479,-82.5428784485,t,3,4,1.0,2.0,2.0,,$110.00,$550.00,,$300.00,$50.00,2,$10.00,13,1125,0,0,0,0,0,,,,,,,,,,f,f,1,f,f,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,4635823,none,2014-08-27,100%,,f,1,1,"['email', 'phone', 'reviews']",f,,35.5805931833,-82.5366352322,t,3,4,1.0,2.0,2.0,,$100.00,$600.00,"$1,800.00",$300.00,,2,$15.00,3,1125,9,30,39,298,0,,,,,,,,,,f,f,2,f,f,,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,1054757,none,2013-02-23,100%,76%,t,2,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,,35.5818923781,-82.5467341574,t,2,2,1.0,1.0,1.0,,$60.00,$375.00,$900.00,,$25.00,1,$10.00,1,1125,6,28,58,333,98,2013-05-09,2016-03-20,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,1,t,t,2.73,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
510,11553531,none,2015-11-13,100%,100%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,,35.5541952281,-82.4900075063,t,2,2,1.0,1.0,1.0,,$85.00,,,,,1,$0.00,1,1125,20,45,67,342,3,2016-03-13,2016-04-11,100.0,10.0,10.0,10.0,9.0,10.0,10.0,f,f,1,f,f,2.31,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
511,8408823,none,2012-08-27,100%,100%,t,3,3,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,,35.5810225399,-82.5455875996,t,3,6,2.0,3.0,3.0,,$200.00,,"$3,000.00",,$75.00,2,$40.00,2,1125,11,34,64,339,12,2015-09-28,2016-01-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,3,f,f,1.75,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
512,7367841,none,2015-07-15,100%,100%,t,1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,,35.540808245,-82.5137834682,t,2,2,1.0,1.0,1.0,,$65.00,$350.00,"$1,000.00",,,1,$0.00,1,1125,7,7,7,7,61,2015-09-01,2016-04-10,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,1,f,f,7.85,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
513,8427121,none,2015-08-07,100%,88%,t,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,,35.4987689422,-82.4772019158,t,3,2,1.0,1.0,2.0,,$90.00,,,$150.00,$25.00,2,$20.00,2,1125,8,26,52,320,16,2015-10-04,2016-04-10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,1,f,f,2.4,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
514,11573986,none,2011-06-20,100%,100%,f,7,7,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",t,,35.4984234508,-82.4962114924,t,3,10,3.5,5.0,5.0,,$425.00,,,$450.00,$335.00,1,$0.00,3,30,8,8,9,241,0,,,,,,,,,,f,f,1,f,f,,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
515,6335114,none,2015-05-09,100%,100%,f,1,1,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,,35.5760055345,-82.54105189,t,3,6,1.5,3.0,5.0,,$199.00,,,$400.00,$85.00,1,$0.00,2,1125,1,1,1,18,6,2015-06-07,2016-04-01,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,2,f,f,0.56,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
516,5073757,none,2014-11-12,100%,100%,f,1,1,"['email', 'phone', 'manual_online', 'reviews', 'kba']",t,,35.5615644559,-82.5106113137,t,3,2,1.0,1.0,1.0,,$65.00,$428.00,"$1,512.00",$100.00,$25.00,1,$0.00,3,360,1,8,19,276,60,2015-02-17,2016-04-17,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,1,f,f,4.2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,4234376,none,2014-07-11,100%,89%,t,1,1,"['email', 'phone', 'reviews', 'jumio']",t,,35.5695643235,-82.5011516927,f,3,4,1.0,2.0,2.0,,$125.00,$665.00,"$2,300.00",$200.00,$50.00,4,$20.00,2,1125,6,13,22,282,51,2014-10-05,2016-03-16,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,3,f,f,2.71,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
518,4895765,none,2013-02-10,100%,100%,f,1,1,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,,35.5742403451,-82.5328759125,t,3,4,1.0,1.0,2.0,,$95.00,$600.00,,,,2,$25.00,2,30,11,21,32,295,108,2015-02-05,2016-04-15,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,3,f,f,7.35,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
519,1107378,none,2013-04-24,100%,100%,t,1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,,35.5532364789,-82.5279793788,t,2,2,1.0,1.0,1.0,,$75.00,$400.00,,,,1,$0.00,1,7,21,40,69,323,129,2013-05-25,2016-04-17,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,t,2,f,f,3.64,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,5279661,none,2013-01-12,100%,89%,f,1,1,"['email', 'phone', 'reviews', 'kba']",t,,35.5770891621,-82.5368563476,t,2,2,1.0,1.0,1.0,,$85.00,$450.00,"$1,600.00",,,1,$0.00,2,30,0,0,27,27,20,2015-05-04,2016-04-04,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,2,f,f,1.7,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
521,4241484,none,2011-01-18,100%,92%,t,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,,35.5461633463,-82.5170376814,t,3,5,1.0,2.0,3.0,,$105.00,$649.00,"$2,195.00",,,2,$10.00,2,60,5,6,13,13,53,2014-12-08,2016-04-17,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,2,f,f,3.18,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
